id,availablecar,availablemotor,update_time
TPE0061,286,-9,Mon Jan 19 02:41:00 CST 2026
TPE0062,83,-9,Mon Jan 19 02:41:00 CST 2026
TPE0065,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0066,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0067,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0068,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0069,50,-9,Mon Jan 19 02:41:00 CST 2026
TPE0070,433,-9,Mon Jan 19 02:41:00 CST 2026
TPE0072,111,-9,Mon Jan 19 02:41:00 CST 2026
TPE0073,505,-9,Mon Jan 19 02:41:00 CST 2026
TPE0075,50,-9,Mon Jan 19 02:41:00 CST 2026
TPE0080,23,-9,Mon Jan 19 02:41:00 CST 2026
TPE0082,42,0,Mon Jan 19 02:41:00 CST 2026
TPE0084,131,-9,Mon Jan 19 02:41:00 CST 2026
TPE0085,58,100,Mon Jan 19 02:41:00 CST 2026
TPE0086,26,-9,Mon Jan 19 02:41:00 CST 2026
TPE0089,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0091,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0092,13,-9,Mon Jan 19 02:41:00 CST 2026
TPE0094,5,0,Mon Jan 19 02:41:00 CST 2026
TPE0095,336,196,Mon Jan 19 02:41:00 CST 2026
TPE0096,847,1733,Mon Jan 19 02:41:00 CST 2026
TPE0097,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0098,149,-9,Mon Jan 19 02:41:00 CST 2026
TPE0099,125,-9,Mon Jan 19 02:41:00 CST 2026
TPE0100,239,-9,Mon Jan 19 02:41:00 CST 2026
TPE0101,194,-9,Mon Jan 19 02:41:00 CST 2026
TPE0102,14,0,Mon Jan 19 02:41:00 CST 2026
TPE0103,29,-9,Mon Jan 19 02:41:00 CST 2026
TPE0104,17,-9,Mon Jan 19 02:41:00 CST 2026
TPE0106,32,-9,Mon Jan 19 02:41:00 CST 2026
TPE0108,138,-9,Mon Jan 19 02:41:00 CST 2026
TPE0109,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0110,389,-9,Mon Jan 19 02:41:00 CST 2026
TPE0114,13,-9,Mon Jan 19 02:41:00 CST 2026
TPE0115,32,0,Mon Jan 19 02:41:00 CST 2026
TPE0116,140,-9,Mon Jan 19 02:41:00 CST 2026
TPE0117,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0118,32,0,Mon Jan 19 02:41:00 CST 2026
TPE0120,66,0,Mon Jan 19 02:41:00 CST 2026
TPE0122,50,0,Mon Jan 19 02:41:00 CST 2026
TPE0123,40,-9,Mon Jan 19 02:41:00 CST 2026
TPE0125,45,0,Mon Jan 19 02:41:00 CST 2026
TPE0126,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0127,33,-9,Mon Jan 19 02:41:00 CST 2026
TPE0128,11,-9,Mon Jan 19 02:41:00 CST 2026
TPE0129,60,0,Mon Jan 19 02:41:00 CST 2026
TPE0130,245,0,Mon Jan 19 02:41:00 CST 2026
TPE0134,27,0,Mon Jan 19 02:41:00 CST 2026
TPE0136,62,100,Mon Jan 19 02:41:00 CST 2026
TPE0137,83,190,Mon Jan 19 02:41:00 CST 2026
TPE0138,10,-9,Mon Jan 19 02:41:00 CST 2026
TPE0139,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0140,45,-9,Mon Jan 19 02:41:00 CST 2026
TPE0142,17,0,Mon Jan 19 02:41:00 CST 2026
TPE0144,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0145,157,284,Mon Jan 19 02:41:00 CST 2026
TPE0147,34,-9,Mon Jan 19 02:41:00 CST 2026
TPE0148,27,-9,Mon Jan 19 02:41:00 CST 2026
TPE0150,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0151,87,-9,Mon Jan 19 02:41:00 CST 2026
TPE0152,3,-9,Mon Jan 19 02:41:00 CST 2026
TPE0153,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0154,52,-9,Mon Jan 19 02:41:00 CST 2026
TPE0156,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0157,26,-9,Mon Jan 19 02:41:00 CST 2026
TPE0158,49,0,Mon Jan 19 02:41:00 CST 2026
TPE0160,67,0,Mon Jan 19 02:41:00 CST 2026
TPE0161,45,0,Mon Jan 19 02:41:00 CST 2026
TPE0162,6,0,Mon Jan 19 02:41:00 CST 2026
TPE0164,37,-9,Mon Jan 19 02:41:00 CST 2026
TPE0169,40,-9,Mon Jan 19 02:41:00 CST 2026
TPE0170,28,-9,Mon Jan 19 02:41:00 CST 2026
TPE0176,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0177,31,-9,Mon Jan 19 02:41:00 CST 2026
TPE0178,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0181,81,87,Mon Jan 19 02:41:00 CST 2026
TPE0182,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0183,24,-9,Mon Jan 19 02:41:00 CST 2026
TPE0184,22,-9,Mon Jan 19 02:41:00 CST 2026
TPE0187,17,-9,Mon Jan 19 02:41:00 CST 2026
TPE0192,14,0,Mon Jan 19 02:41:00 CST 2026
TPE0201U01,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0201U02,313,-9,Mon Jan 19 02:41:00 CST 2026
TPE0201U03,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0203,12,-9,Mon Jan 19 02:41:00 CST 2026
TPE0204,5,-9,Mon Jan 19 02:41:00 CST 2026
TPE0206,14,-9,Mon Jan 19 02:41:00 CST 2026
TPE0207,32,-9,Mon Jan 19 02:41:00 CST 2026
TPE0214,257,-9,Mon Jan 19 02:41:00 CST 2026
TPE0215,11,0,Mon Jan 19 02:41:00 CST 2026
TPE0220,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0223,15,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U01,74,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U02,125,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U03,316,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U04,73,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U05,50,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U06,29,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U07,38,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U08,19,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U09,49,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U10,9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U11,5,-9,Mon Jan 19 02:41:00 CST 2026
TPE0228U12,6,-9,Mon Jan 19 02:41:00 CST 2026
TPE0229,81,19,Mon Jan 19 02:41:00 CST 2026
TPE0230,105,209,Mon Jan 19 02:41:00 CST 2026
TPE0231,115,-9,Mon Jan 19 02:41:00 CST 2026
TPE0232,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0233,10,0,Mon Jan 19 02:41:00 CST 2026
TPE0234,20,0,Mon Jan 19 02:41:00 CST 2026
TPE0237,14,-9,Mon Jan 19 02:41:00 CST 2026
TPE0238,68,-9,Mon Jan 19 02:41:00 CST 2026
TPE0239,230,77,Mon Jan 19 02:41:00 CST 2026
TPE0241,34,2,Mon Jan 19 02:41:00 CST 2026
TPE0242,32,-9,Mon Jan 19 02:41:00 CST 2026
TPE0247,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0249,11,-9,Mon Jan 19 02:41:00 CST 2026
TPE0251,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0255,245,376,Mon Jan 19 02:41:00 CST 2026
TPE0256,188,127,Mon Jan 19 02:41:00 CST 2026
TPE0258,5,-9,Mon Jan 19 02:41:00 CST 2026
TPE0259,23,0,Mon Jan 19 02:41:00 CST 2026
TPE0264,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0266,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0267,4,-9,Mon Jan 19 02:41:00 CST 2026
TPE0269,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0270,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0276,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0277,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0278,27,-9,Mon Jan 19 02:41:00 CST 2026
TPE0279,62,-9,Mon Jan 19 02:41:00 CST 2026
TPE0280,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0282,39,-9,Mon Jan 19 02:41:00 CST 2026
TPE0285,31,-9,Mon Jan 19 02:41:00 CST 2026
TPE0287,245,447,Mon Jan 19 02:41:00 CST 2026
TPE0288,18,-9,Mon Jan 19 02:41:00 CST 2026
TPE0299,48,-9,Mon Jan 19 02:41:00 CST 2026
TPE0300,17,-9,Mon Jan 19 02:41:00 CST 2026
TPE0302,49,0,Mon Jan 19 02:41:00 CST 2026
TPE0304,78,-9,Mon Jan 19 02:41:00 CST 2026
TPE0305,43,27,Mon Jan 19 02:41:00 CST 2026
TPE0311,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0313,4,-9,Mon Jan 19 02:41:00 CST 2026
TPE0314,7,-9,Mon Jan 19 02:41:00 CST 2026
TPE0315,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0316,776,0,Mon Jan 19 02:41:00 CST 2026
TPE0318,53,35,Mon Jan 19 02:41:00 CST 2026
TPE0319,40,-9,Mon Jan 19 02:41:00 CST 2026
TPE0320,49,-9,Mon Jan 19 02:41:00 CST 2026
TPE0321,20,-9,Mon Jan 19 02:41:00 CST 2026
TPE0322,10,-9,Mon Jan 19 02:41:00 CST 2026
TPE0324,15,-9,Mon Jan 19 02:41:00 CST 2026
TPE0330,395,-9,Mon Jan 19 02:41:00 CST 2026
TPE0334,287,115,Mon Jan 19 02:41:00 CST 2026
TPE0336,42,-9,Mon Jan 19 02:41:00 CST 2026
TPE0339,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0343,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0348,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0352,30,-9,Mon Jan 19 02:41:00 CST 2026
TPE0353,8,-9,Mon Jan 19 02:41:00 CST 2026
TPE0354,63,0,Mon Jan 19 02:41:00 CST 2026
TPE0355,91,-9,Mon Jan 19 02:41:00 CST 2026
TPE0356,12,0,Mon Jan 19 02:41:00 CST 2026
TPE0357,47,-9,Mon Jan 19 02:41:00 CST 2026
TPE0358,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0359,4,235,Mon Jan 19 02:41:00 CST 2026
TPE0360,30,0,Mon Jan 19 02:41:00 CST 2026
TPE0362,14,-9,Mon Jan 19 02:41:00 CST 2026
TPE0364,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0374,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0375,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0377,82,2,Mon Jan 19 02:41:00 CST 2026
TPE0378U01,70,0,Mon Jan 19 02:41:00 CST 2026
TPE0378U02,45,-9,Mon Jan 19 02:41:00 CST 2026
TPE0378U03,31,-9,Mon Jan 19 02:41:00 CST 2026
TPE0378U04,30,-9,Mon Jan 19 02:41:00 CST 2026
TPE0378U05,28,-9,Mon Jan 19 02:41:00 CST 2026
TPE0378U06,15,-9,Mon Jan 19 02:41:00 CST 2026
TPE0378U07,62,-9,Mon Jan 19 02:41:00 CST 2026
TPE0378U08,141,-9,Mon Jan 19 02:41:00 CST 2026
TPE0378U09,22,-9,Mon Jan 19 02:41:00 CST 2026
TPE0379,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0380,9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0381,8,0,Mon Jan 19 02:41:00 CST 2026
TPE0382,34,0,Mon Jan 19 02:41:00 CST 2026
TPE0383,56,0,Mon Jan 19 02:41:00 CST 2026
TPE0384,17,2,Mon Jan 19 02:41:00 CST 2026
TPE0387,208,166,Mon Jan 19 02:41:00 CST 2026
TPE0395,53,-9,Mon Jan 19 02:41:00 CST 2026
TPE0398,7,-9,Mon Jan 19 02:41:00 CST 2026
TPE0399,252,-9,Mon Jan 19 02:41:00 CST 2026
TPE0401,40,61,Mon Jan 19 02:41:00 CST 2026
TPE0402,77,0,Mon Jan 19 02:41:00 CST 2026
TPE0404,93,68,Mon Jan 19 02:41:00 CST 2026
TPE0405,406,-9,Mon Jan 19 02:41:00 CST 2026
TPE0407,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0409,6,-9,Mon Jan 19 02:41:00 CST 2026
TPE0410,69,36,Mon Jan 19 02:41:00 CST 2026
TPE0413,23,0,Mon Jan 19 02:41:00 CST 2026
TPE0418,8,-9,Mon Jan 19 02:41:00 CST 2026
TPE0421,65,1,Mon Jan 19 02:41:00 CST 2026
TPE0425,69,7,Mon Jan 19 02:41:00 CST 2026
TPE0428,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0435,23,6,Mon Jan 19 02:41:00 CST 2026
TPE0436,109,-9,Mon Jan 19 02:41:00 CST 2026
TPE0438,0,572,Mon Jan 19 02:41:00 CST 2026
TPE0441,49,-9,Mon Jan 19 02:41:00 CST 2026
TPE0444,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0447,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0449,24,48,Mon Jan 19 02:41:00 CST 2026
TPE0450,172,163,Mon Jan 19 02:41:00 CST 2026
TPE0451,7,-9,Mon Jan 19 02:41:00 CST 2026
TPE0456,1,-9,Mon Jan 19 02:41:00 CST 2026
TPE0459,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0463,1037,0,Mon Jan 19 02:41:00 CST 2026
TPE0468,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0476,378,500,Mon Jan 19 02:41:00 CST 2026
TPE0479,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0482,36,-9,Mon Jan 19 02:41:00 CST 2026
TPE0489,71,-9,Mon Jan 19 02:41:00 CST 2026
TPE0493,20,-9,Mon Jan 19 02:41:00 CST 2026
TPE0495,183,20,Mon Jan 19 02:41:00 CST 2026
TPE0497,81,-9,Mon Jan 19 02:41:00 CST 2026
TPE0502,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0505,53,244,Mon Jan 19 02:41:00 CST 2026
TPE0506,6,-9,Mon Jan 19 02:41:00 CST 2026
TPE0508,78,39,Mon Jan 19 02:41:00 CST 2026
TPE0512,-9,51,Mon Jan 19 02:41:00 CST 2026
TPE0513,-9,150,Mon Jan 19 02:41:00 CST 2026
TPE0514,6,-9,Mon Jan 19 02:41:00 CST 2026
TPE0515,11,-9,Mon Jan 19 02:41:00 CST 2026
TPE0527,172,0,Mon Jan 19 02:41:00 CST 2026
TPE0528,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0529,53,-9,Mon Jan 19 02:41:00 CST 2026
TPE0530,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0534,29,249,Mon Jan 19 02:41:00 CST 2026
TPE0535,61,108,Mon Jan 19 02:41:00 CST 2026
TPE0536,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0537,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0538,9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0539,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0564,14,-9,Mon Jan 19 02:41:00 CST 2026
TPE0567,20,90,Mon Jan 19 02:41:00 CST 2026
TPE0570,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0571,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0575,84,-9,Mon Jan 19 02:41:00 CST 2026
TPE0579,16,-9,Mon Jan 19 02:41:00 CST 2026
TPE0587,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0591,22,-9,Mon Jan 19 02:41:00 CST 2026
TPE0593,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0596,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0598,564,1765,Mon Jan 19 02:41:00 CST 2026
TPE0599,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0601,26,-9,Mon Jan 19 02:41:00 CST 2026
TPE0604,116,0,Mon Jan 19 02:41:00 CST 2026
TPE0606,166,51,Mon Jan 19 02:41:00 CST 2026
TPE0607,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0610,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0613,2,2,Mon Jan 19 02:41:00 CST 2026
TPE0614,147,0,Mon Jan 19 02:41:00 CST 2026
TPE0615,42,2,Mon Jan 19 02:41:00 CST 2026
TPE0616,205,108,Mon Jan 19 02:41:00 CST 2026
TPE0623,128,320,Mon Jan 19 02:41:00 CST 2026
TPE0624,265,-9,Mon Jan 19 02:41:00 CST 2026
TPE0628,40,2,Mon Jan 19 02:41:00 CST 2026
TPE0630,19,-9,Mon Jan 19 02:41:00 CST 2026
TPE0632,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0633,6,-9,Mon Jan 19 02:41:00 CST 2026
TPE0634,83,191,Mon Jan 19 02:41:00 CST 2026
TPE0636,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0638,14,-9,Mon Jan 19 02:41:00 CST 2026
TPE0639,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0644,0,64,Mon Jan 19 02:41:00 CST 2026
TPE0645,278,-9,Mon Jan 19 02:41:00 CST 2026
TPE0650,36,0,Mon Jan 19 02:41:00 CST 2026
TPE0652,71,-9,Mon Jan 19 02:41:00 CST 2026
TPE0654,326,-9,Mon Jan 19 02:41:00 CST 2026
TPE0656,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0659,48,-9,Mon Jan 19 02:41:00 CST 2026
TPE0663,71,-9,Mon Jan 19 02:41:00 CST 2026
TPE0665,2,0,Mon Jan 19 02:41:00 CST 2026
TPE0666,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0668,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0677,120,876,Mon Jan 19 02:41:00 CST 2026
TPE0678,289,0,Mon Jan 19 02:41:00 CST 2026
TPE0680,113,0,Mon Jan 19 02:41:00 CST 2026
TPE0683,0,2,Mon Jan 19 02:41:00 CST 2026
TPE0690,79,91,Mon Jan 19 02:41:00 CST 2026
TPE0691,0,27,Mon Jan 19 02:41:00 CST 2026
TPE0702,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0706,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0707,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0709,99,542,Mon Jan 19 02:41:00 CST 2026
TPE0710,1,-9,Mon Jan 19 02:41:00 CST 2026
TPE0712,118,384,Mon Jan 19 02:41:00 CST 2026
TPE0714,29,-9,Mon Jan 19 02:41:00 CST 2026
TPE0715,15,10,Mon Jan 19 02:41:00 CST 2026
TPE0716,25,24,Mon Jan 19 02:41:00 CST 2026
TPE0717,39,-9,Mon Jan 19 02:41:00 CST 2026
TPE0718,85,-9,Mon Jan 19 02:41:00 CST 2026
TPE0721,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0722,59,1,Mon Jan 19 02:41:00 CST 2026
TPE0723,3,8,Mon Jan 19 02:41:00 CST 2026
TPE0724,0,0,Mon Jan 19 02:41:00 CST 2026
TPE0725,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0726,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0734,9,70,Mon Jan 19 02:41:00 CST 2026
TPE0735,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0739,137,189,Mon Jan 19 02:41:00 CST 2026
TPE0741,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0742,60,0,Mon Jan 19 02:41:00 CST 2026
TPE0752,199,57,Mon Jan 19 02:41:00 CST 2026
TPE0758,122,46,Mon Jan 19 02:41:00 CST 2026
TPE0762,107,-9,Mon Jan 19 02:41:00 CST 2026
TPE0766,487,531,Mon Jan 19 02:41:00 CST 2026
TPE0775,26,13,Mon Jan 19 02:41:00 CST 2026
TPE0776,548,218,Mon Jan 19 02:41:00 CST 2026
TPE0778,15,-9,Mon Jan 19 02:41:00 CST 2026
TPE0783,43,-9,Mon Jan 19 02:41:00 CST 2026
TPE0786,15,-9,Mon Jan 19 02:41:00 CST 2026
TPE0787,31,-9,Mon Jan 19 02:41:00 CST 2026
TPE0792,16,-9,Mon Jan 19 02:41:00 CST 2026
TPE0795,16,0,Mon Jan 19 02:41:00 CST 2026
TPE0799,6,-9,Mon Jan 19 02:41:00 CST 2026
TPE0800,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0801,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0810,10,-9,Mon Jan 19 02:41:00 CST 2026
TPE0816,97,38,Mon Jan 19 02:41:00 CST 2026
TPE0818,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0819,18,-9,Mon Jan 19 02:41:00 CST 2026
TPE0820,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0822,77,-9,Mon Jan 19 02:41:00 CST 2026
TPE0824,95,77,Mon Jan 19 02:41:00 CST 2026
TPE0827,335,176,Mon Jan 19 02:41:00 CST 2026
TPE0828,26,28,Mon Jan 19 02:41:00 CST 2026
TPE0829,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0832,21,-9,Mon Jan 19 02:41:00 CST 2026
TPE0835,46,94,Mon Jan 19 02:41:00 CST 2026
TPE0836,28,-9,Mon Jan 19 02:41:00 CST 2026
TPE0840,14,109,Mon Jan 19 02:41:00 CST 2026
TPE0843,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0844,111,-9,Mon Jan 19 02:41:00 CST 2026
TPE0848,0,41,Mon Jan 19 02:41:00 CST 2026
TPE0849,71,-9,Mon Jan 19 02:41:00 CST 2026
TPE0851,196,-9,Mon Jan 19 02:41:00 CST 2026
TPE0852,42,27,Mon Jan 19 02:41:00 CST 2026
TPE0853,10,0,Mon Jan 19 02:41:00 CST 2026
TPE0856,10,-9,Mon Jan 19 02:41:00 CST 2026
TPE0863,17,-9,Mon Jan 19 02:41:00 CST 2026
TPE0865,919,-9,Mon Jan 19 02:41:00 CST 2026
TPE0872,25,-9,Mon Jan 19 02:41:00 CST 2026
TPE0874,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0876,17,5,Mon Jan 19 02:41:00 CST 2026
TPE0878,20,-9,Mon Jan 19 02:41:00 CST 2026
TPE0880,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0884,120,55,Mon Jan 19 02:41:00 CST 2026
TPE0888,32,15,Mon Jan 19 02:41:00 CST 2026
TPE0890,34,-9,Mon Jan 19 02:41:00 CST 2026
TPE0894,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0896,20,0,Mon Jan 19 02:41:00 CST 2026
TPE0910,398,891,Mon Jan 19 02:41:00 CST 2026
TPE0911,49,-9,Mon Jan 19 02:41:00 CST 2026
TPE0915,10,63,Mon Jan 19 02:41:00 CST 2026
TPE0918,13,-9,Mon Jan 19 02:41:00 CST 2026
TPE0919,188,-9,Mon Jan 19 02:41:00 CST 2026
TPE0922,63,-9,Mon Jan 19 02:41:00 CST 2026
TPE0925,10,-9,Mon Jan 19 02:41:00 CST 2026
TPE0926,35,6,Mon Jan 19 02:41:00 CST 2026
TPE0928,393,296,Mon Jan 19 02:41:00 CST 2026
TPE0930,0,17,Mon Jan 19 02:41:00 CST 2026
TPE0933,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE0935,131,-9,Mon Jan 19 02:41:00 CST 2026
TPE0939,38,-9,Mon Jan 19 02:41:00 CST 2026
TPE0944,30,-9,Mon Jan 19 02:41:00 CST 2026
TPE0952,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0959,818,775,Mon Jan 19 02:41:00 CST 2026
TPE0963,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0965,6,0,Mon Jan 19 02:41:00 CST 2026
TPE0971,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0973,63,0,Mon Jan 19 02:41:00 CST 2026
TPE0975,72,-9,Mon Jan 19 02:41:00 CST 2026
TPE0977,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE0978,0,0,Mon Jan 19 02:41:00 CST 2026
TPE0980,321,-9,Mon Jan 19 02:41:00 CST 2026
TPE0991,195,-9,Mon Jan 19 02:41:00 CST 2026
TPE0992,2,-9,Mon Jan 19 02:41:00 CST 2026
TPE0994,275,-9,Mon Jan 19 02:41:00 CST 2026
TPE0997,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE1003,10,-9,Mon Jan 19 02:41:00 CST 2026
TPE1004,81,-9,Mon Jan 19 02:41:00 CST 2026
TPE1007,31,-9,Mon Jan 19 02:41:00 CST 2026
TPE1011,14,-9,Mon Jan 19 02:41:00 CST 2026
TPE1012,53,437,Mon Jan 19 02:41:00 CST 2026
TPE1014,37,-9,Mon Jan 19 02:41:00 CST 2026
TPE1027,13,46,Mon Jan 19 02:41:00 CST 2026
TPE1032,276,-9,Mon Jan 19 02:41:00 CST 2026
TPE1038,71,-9,Mon Jan 19 02:41:00 CST 2026
TPE1039,66,21,Mon Jan 19 02:41:00 CST 2026
TPE1040,40,-9,Mon Jan 19 02:41:00 CST 2026
TPE1041,16,-9,Mon Jan 19 02:41:00 CST 2026
TPE1042,45,24,Mon Jan 19 02:41:00 CST 2026
TPE1046,131,96,Mon Jan 19 02:41:00 CST 2026
TPE1048,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE1049,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE1050,0,188,Mon Jan 19 02:41:00 CST 2026
TPE1053,77,125,Mon Jan 19 02:41:00 CST 2026
TPE1054,115,0,Mon Jan 19 02:41:00 CST 2026
TPE1055,184,416,Mon Jan 19 02:41:00 CST 2026
TPE1056,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE1060,16,41,Mon Jan 19 02:41:00 CST 2026
TPE1061,10,-9,Mon Jan 19 02:41:00 CST 2026
TPE1067,12,-9,Mon Jan 19 02:41:00 CST 2026
TPE1073,3,-9,Mon Jan 19 02:41:00 CST 2026
TPE1077,128,-9,Mon Jan 19 02:41:00 CST 2026
TPE1081,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE1082,0,142,Mon Jan 19 02:41:00 CST 2026
TPE1091,0,145,Mon Jan 19 02:41:00 CST 2026
TPE1092,0,0,Mon Jan 19 02:41:00 CST 2026
TPE1094,111,-9,Mon Jan 19 02:41:00 CST 2026
TPE1095,70,-9,Mon Jan 19 02:41:00 CST 2026
TPE1099,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE1102,0,5,Mon Jan 19 02:41:00 CST 2026
TPE1108,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE1110,1,-9,Mon Jan 19 02:41:00 CST 2026
TPE1119,13,-9,Mon Jan 19 02:41:00 CST 2026
TPE1121,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE1123,-9,-9,Mon Jan 19 02:41:00 CST 2026
TPE1137,1,0,Mon Jan 19 02:41:00 CST 2026
TPE1142,33,57,Mon Jan 19 02:41:00 CST 2026
TPE1146,105,-9,Mon Jan 19 02:41:00 CST 2026
TPE1148,21,60,Mon Jan 19 02:41:00 CST 2026
TPE1149,11,0,Mon Jan 19 02:41:00 CST 2026
TPE1150,32,0,Mon Jan 19 02:41:00 CST 2026
TPE1151,479,0,Mon Jan 19 02:41:00 CST 2026
TPE1160,0,-9,Mon Jan 19 02:41:00 CST 2026
TPE1162,12,-9,Mon Jan 19 02:41:00 CST 2026
